X--Trace 1::[V(vi)],Y--Trace 1::[V(vi)],,X--Trace 2::[V(vo)],Y--Trace 2::[V(vo)],,,,
0.0291,0.0291,,0.0291,2.91026,,0.000260,,
0.02912,0.02912,,0.02912,2.91226,,0.000260,,
0.02914,0.02914,,0.02914,2.91426,,0.000260,,
0.02916,0.02916,,0.02916,2.91626,,0.000260,,
0.02918,0.02918,,0.02918,2.91826,,0.000260,,
0.0292,0.0292,,0.0292,2.92026,,0.000260,,
0.02922,0.02922,,0.02922,2.92226,,0.000260,,
0.02924,0.02924,,0.02924,2.92426,,0.000260,,
0.02926,0.02926,,0.02926,2.92626,,0.000260,,
0.02928,0.02928,,0.02928,2.92826,,0.000260,,
0.0293,0.0293,,0.0293,2.93026,,0.000260,,
0.02932,0.02932,,0.02932,2.93226,,0.000260,,
0.02934,0.02934,,0.02934,2.93426,,0.000260,,
0.02936,0.02936,,0.02936,2.93626,,0.000260,,
0.02938,0.02938,,0.02938,2.93826,,0.000260,,
0.0294,0.0294,,0.0294,2.94026,,0.000260,,
0.02942,0.02942,,0.02942,2.94226,,0.000260,,
0.02944,0.02944,,0.02944,2.94426,,0.000260,,
0.02946,0.02946,,0.02946,2.94626,,0.000260,,
0.02948,0.02948,,0.02948,2.94826,,0.000260,,
0.0295,0.0295,,0.0295,2.95026,,0.000260,,
0.02952,0.02952,,0.02952,2.95226,,0.000260,,
0.02954,0.02954,,0.02954,2.95426,,0.000260,,
0.02956,0.02956,,0.02956,2.95626,,0.000260,,
0.02958,0.02958,,0.02958,2.95826,,0.000260,,
0.0296,0.0296,,0.0296,2.96026,,0.000260,,
0.02962,0.02962,,0.02962,2.96226,,0.000260,,
0.02964,0.02964,,0.02964,2.96426,,0.000260,,
0.02966,0.02966,,0.02966,2.96626,,0.000260,,
0.02968,0.02968,,0.02968,2.96826,,0.000260,,
0.0297,0.0297,,0.0297,2.97026,,0.000260,,
0.02972,0.02972,,0.02972,2.97226,,0.000260,,
0.02974,0.02974,,0.02974,2.97426,,0.000260,,
0.02976,0.02976,,0.02976,2.97626,,0.000260,,
0.02978,0.02978,,0.02978,2.97826,,0.000260,,
0.0298,0.0298,,0.0298,2.98026,,0.000260,,
0.02982,0.02982,,0.02982,2.98226,,0.000260,,
0.02984,0.02984,,0.02984,2.98426,,0.000260,,
0.02986,0.02986,,0.02986,2.98626,,0.000260,,
0.02988,0.02988,,0.02988,2.98826,,0.000260,,
0.0299,0.0299,,0.0299,2.99026,,0.000260,,
0.02992,0.02992,,0.02992,2.99226,,0.000260,,
0.02994,0.02994,,0.02994,2.99426,,0.000260,,
0.02996,0.02996,,0.02996,2.99626,,0.000260,,
0.02998,0.02998,,0.02998,2.99826,,0.000260,,
0.03,0.03,,0.03,3.00026,,0.000260,,
